"","Photo","Group","Class","sizeLow","sizeUp"
"929",11,"P1","c2",4,8
"930",11,"P1","c2",4,8
"931",11,"P1","c2",4,8
"932",11,"P1","c2",4,8
"933",11,"P1","c2",4,8
"934",11,"P1","c2",4,8
"935",11,"P1","c2",4,8
"936",11,"P1","c2",4,8
"937",11,"P1","c2",4,8
"938",11,"P1","c2",4,8
"939",11,"P1","c2",4,8
"940",11,"P1","c2",4,8
"941",12,"P1","c2",4,8
"942",12,"P1","c2",4,8
"943",12,"P1","c2",4,8
"944",12,"P1","c2",4,8
"945",12,"P1","c2",4,8
"946",12,"P1","c2",4,8
"947",12,"P1","c2",4,8
"948",12,"P1","c2",4,8
"949",12,"P1","c2",4,8
"950",12,"P1","c2",4,8
"951",12,"P1","c2",4,8
"952",12,"P1","c2",4,8
"953",12,"P1","c2",4,8
"954",12,"P1","c2",4,8
"955",12,"P1","c2",4,8
"956",12,"P1","c2",4,8
"957",12,"P1","c2",4,8
"958",12,"P1","c2",4,8
"959",12,"P1","c2",4,8
"960",13,"P2","c2",4,8
"961",13,"P2","c2",4,8
"962",13,"P2","c2",4,8
"963",13,"P2","c2",4,8
"964",13,"P2","c2",4,8
"965",13,"P2","c2",4,8
"966",13,"P2","c2",4,8
"967",13,"P2","c2",4,8
"968",13,"P2","c2",4,8
"969",13,"P2","c2",4,8
"970",13,"P2","c2",4,8
"971",13,"P2","c2",4,8
"972",13,"P2","c2",4,8
"973",13,"P2","c2",4,8
"974",13,"P2","c2",4,8
"975",13,"P2","c2",4,8
"976",13,"P2","c2",4,8
"977",13,"P2","c2",4,8
"978",13,"P2","c2",4,8
"979",13,"P2","c2",4,8
"980",13,"P2","c2",4,8
"981",13,"P2","c2",4,8
"982",13,"P2","c2",4,8
"983",13,"P2","c2",4,8
"984",13,"P2","c2",4,8
"985",13,"P2","c2",4,8
"986",13,"P2","c2",4,8
"987",13,"P2","c2",4,8
"988",13,"P2","c2",4,8
"989",13,"P2","c2",4,8
"990",13,"P2","c2",4,8
"991",13,"P2","c2",4,8
"992",13,"P2","c2",4,8
"993",14,"P2","c2",4,8
"994",14,"P2","c2",4,8
"995",14,"P2","c2",4,8
"996",14,"P2","c2",4,8
"997",14,"P2","c2",4,8
"998",14,"P2","c2",4,8
"999",14,"P2","c2",4,8
"1000",14,"P2","c2",4,8
"1001",14,"P2","c2",4,8
"1002",14,"P2","c2",4,8
"1003",14,"P2","c2",4,8
"1004",14,"P2","c2",4,8
"1005",14,"P2","c2",4,8
"1006",14,"P2","c2",4,8
"1007",14,"P2","c2",4,8
"1008",14,"P2","c2",4,8
"1009",14,"P2","c2",4,8
"1010",14,"P2","c2",4,8
"1011",14,"P2","c2",4,8
"1012",14,"P2","c2",4,8
"1013",14,"P2","c2",4,8
"1014",14,"P2","c2",4,8
"1015",14,"P2","c2",4,8
"1016",14,"P2","c2",4,8
"1017",14,"P2","c2",4,8
"1018",14,"P2","c2",4,8
"1019",14,"P2","c2",4,8
"1020",14,"P2","c2",4,8
"1021",14,"P2","c2",4,8
"1022",14,"P2","c2",4,8
"1023",14,"P2","c2",4,8
"1024",14,"P2","c2",4,8
"1025",14,"P2","c2",4,8
"1026",14,"P2","c2",4,8
"1027",14,"P2","c2",4,8
"1028",14,"P2","c2",4,8
"1029",14,"P2","c2",4,8
"1030",14,"P2","c2",4,8
"1031",14,"P2","c2",4,8
"1032",14,"P2","c2",4,8
"1033",15,"P2","c2",4,8
"1034",15,"P2","c2",4,8
"1035",15,"P2","c2",4,8
"1036",15,"P2","c2",4,8
"1037",15,"P2","c2",4,8
"1038",15,"P2","c2",4,8
"1039",15,"P2","c2",4,8
"1040",15,"P2","c2",4,8
"1041",15,"P2","c2",4,8
"1042",15,"P2","c2",4,8
"1043",15,"P2","c2",4,8
"1044",15,"P2","c2",4,8
"1045",15,"P2","c2",4,8
"1046",15,"P2","c2",4,8
"1047",15,"P2","c2",4,8
"1048",15,"P2","c2",4,8
"1049",15,"P2","c2",4,8
"1050",15,"P2","c2",4,8
"1051",15,"P2","c2",4,8
"1052",15,"P2","c2",4,8
"1053",15,"P2","c2",4,8
"1054",15,"P2","c2",4,8
"1055",15,"P2","c2",4,8
"1056",15,"P2","c2",4,8
"1057",15,"P2","c2",4,8
"1058",15,"P2","c2",4,8
"1059",15,"P2","c2",4,8
"1060",15,"P2","c2",4,8
"1061",15,"P2","c2",4,8
"1062",15,"P2","c2",4,8
"1063",15,"P2","c2",4,8
"1064",15,"P2","c2",4,8
"1065",15,"P2","c2",4,8
"1066",15,"P2","c2",4,8
"1067",15,"P2","c2",4,8
"1068",15,"P2","c2",4,8
"1069",15,"P2","c2",4,8
"1070",16,"P2","c2",4,8
"1071",16,"P2","c2",4,8
"1072",16,"P2","c2",4,8
"1073",16,"P2","c2",4,8
"1074",16,"P2","c2",4,8
"1075",16,"P2","c2",4,8
"1076",16,"P2","c2",4,8
"1077",16,"P2","c2",4,8
"1078",16,"P2","c2",4,8
"1079",16,"P2","c2",4,8
"1080",16,"P2","c2",4,8
"1081",16,"P2","c2",4,8
"1082",16,"P2","c2",4,8
"1083",16,"P2","c2",4,8
"1084",16,"P2","c2",4,8
"1085",16,"P2","c2",4,8
"1086",16,"P2","c2",4,8
"1087",16,"P2","c2",4,8
"1088",16,"P2","c2",4,8
"1089",16,"P2","c2",4,8
"1090",16,"P2","c2",4,8
"1091",16,"P2","c2",4,8
"1092",16,"P2","c2",4,8
"1093",16,"P2","c2",4,8
"1094",16,"P2","c2",4,8
"1095",16,"P2","c2",4,8
"1096",16,"P2","c2",4,8
"1097",16,"P2","c2",4,8
"1098",16,"P2","c2",4,8
"1099",16,"P2","c2",4,8
"1100",16,"P2","c2",4,8
"1101",16,"P2","c2",4,8
"1102",16,"P2","c2",4,8
"1103",16,"P2","c2",4,8
"1104",16,"P2","c2",4,8
"1105",16,"P2","c2",4,8
"1106",17,"P2","c2",4,8
"1107",17,"P2","c2",4,8
"1108",17,"P2","c2",4,8
"1109",17,"P2","c2",4,8
"1110",17,"P2","c2",4,8
"1111",17,"P2","c2",4,8
"1112",17,"P2","c2",4,8
"1113",17,"P2","c2",4,8
"1114",17,"P2","c2",4,8
"1115",17,"P2","c2",4,8
"1116",17,"P2","c2",4,8
"1117",17,"P2","c2",4,8
"1118",17,"P2","c2",4,8
"1119",17,"P2","c2",4,8
"1120",17,"P2","c2",4,8
"1121",17,"P2","c2",4,8
"1122",17,"P2","c2",4,8
"1123",17,"P2","c2",4,8
"1124",17,"P2","c2",4,8
"1125",17,"P2","c2",4,8
"1126",17,"P2","c2",4,8
"1127",17,"P2","c2",4,8
"1128",17,"P2","c2",4,8
"1129",17,"P2","c2",4,8
"1130",17,"P2","c2",4,8
"1131",17,"P2","c2",4,8
"1132",17,"P2","c2",4,8
"1133",17,"P2","c2",4,8
"1134",17,"P2","c2",4,8
"1135",17,"P2","c2",4,8
"1136",17,"P2","c2",4,8
"1137",17,"P2","c2",4,8
"1138",17,"P2","c2",4,8
"1139",17,"P2","c2",4,8
"1140",17,"P2","c2",4,8
"1141",17,"P2","c2",4,8
"1142",17,"P2","c2",4,8
"1143",17,"P2","c2",4,8
"1144",17,"P2","c2",4,8
"1145",17,"P2","c2",4,8
"1146",17,"P2","c2",4,8
"1147",17,"P2","c2",4,8
"1148",17,"P2","c2",4,8
"1149",17,"P2","c2",4,8
"1150",17,"P2","c2",4,8
"1151",17,"P2","c2",4,8
"1152",17,"P2","c2",4,8
"1153",18,"P2","c2",4,8
"1154",18,"P2","c2",4,8
"1155",18,"P2","c2",4,8
"1156",18,"P2","c2",4,8
"1157",18,"P2","c2",4,8
"1158",18,"P2","c2",4,8
"1159",18,"P2","c2",4,8
"1160",18,"P2","c2",4,8
"1161",18,"P2","c2",4,8
"1162",18,"P2","c2",4,8
"1163",18,"P2","c2",4,8
"1164",18,"P2","c2",4,8
"1165",18,"P2","c2",4,8
"1166",18,"P2","c2",4,8
"1167",18,"P2","c2",4,8
"1168",18,"P2","c2",4,8
"1169",18,"P2","c2",4,8
"1170",18,"P2","c2",4,8
"1171",19,"P2","c2",4,8
"1172",19,"P2","c2",4,8
"1173",19,"P2","c2",4,8
"1174",19,"P2","c2",4,8
"1175",19,"P2","c2",4,8
"1176",19,"P2","c2",4,8
"1177",19,"P2","c2",4,8
"1178",19,"P2","c2",4,8
"1179",19,"P2","c2",4,8
"1180",19,"P2","c2",4,8
"1181",19,"P2","c2",4,8
"1182",19,"P2","c2",4,8
"1183",19,"P2","c2",4,8
"1184",19,"P2","c2",4,8
"1185",19,"P2","c2",4,8
"1186",19,"P2","c2",4,8
"1187",19,"P2","c2",4,8
"1188",19,"P2","c2",4,8
"1189",19,"P2","c2",4,8
"1190",19,"P2","c2",4,8
"1191",20,"P2","c2",4,8
"1192",20,"P2","c2",4,8
"1193",20,"P2","c2",4,8
"1194",20,"P2","c2",4,8
"1195",20,"P2","c2",4,8
"1196",20,"P2","c2",4,8
"1197",20,"P2","c2",4,8
"1198",20,"P2","c2",4,8
"1199",20,"P2","c2",4,8
"1200",20,"P2","c2",4,8
"1201",20,"P2","c2",4,8
"1202",20,"P2","c2",4,8
"1203",20,"P2","c2",4,8
"1204",21,"P2","c2",4,8
"1205",21,"P2","c2",4,8
"1206",21,"P2","c2",4,8
"1207",21,"P2","c2",4,8
"1208",21,"P2","c2",4,8
"1209",21,"P2","c2",4,8
"1210",21,"P2","c2",4,8
"1211",21,"P2","c2",4,8
"1212",21,"P2","c2",4,8
"1213",21,"P2","c2",4,8
"1214",21,"P2","c2",4,8
"1215",21,"P2","c2",4,8
"1216",22,"P2","c2",4,8
"1217",22,"P2","c2",4,8
"1218",22,"P2","c2",4,8
"1219",22,"P2","c2",4,8
"1220",22,"P2","c2",4,8
"1221",22,"P2","c2",4,8
"1222",22,"P2","c2",4,8
"1223",22,"P2","c2",4,8
"1224",22,"P2","c2",4,8
"1225",22,"P2","c2",4,8
"1226",22,"P2","c2",4,8
"1227",22,"P2","c2",4,8
"1228",22,"P2","c2",4,8
"1229",23,"P2","c2",4,8
"1230",23,"P2","c2",4,8
"1231",23,"P2","c2",4,8
"1232",23,"P2","c2",4,8
"1233",23,"P2","c2",4,8
"1234",23,"P2","c2",4,8
"1235",23,"P2","c2",4,8
"1236",23,"P2","c2",4,8
"1237",23,"P2","c2",4,8
"1238",23,"P2","c2",4,8
"1239",23,"P2","c2",4,8
"1240",23,"P2","c2",4,8
"1241",23,"P2","c2",4,8
"1242",24,"P2","c2",4,8
"1243",24,"P2","c2",4,8
"1244",24,"P2","c2",4,8
"1245",24,"P2","c2",4,8
"1246",24,"P2","c2",4,8
"1247",24,"P2","c2",4,8
"1248",24,"P2","c2",4,8
"1249",24,"P2","c2",4,8
"1250",24,"P2","c2",4,8
"1251",24,"P2","c2",4,8
"1252",24,"P2","c2",4,8
"1253",24,"P2","c2",4,8
"1254",1,"P1","c3",8,12
"1255",1,"P1","c3",8,12
"1256",1,"P1","c3",8,12
"1257",1,"P1","c3",8,12
"1258",1,"P1","c3",8,12
"1259",1,"P1","c3",8,12
"1260",1,"P1","c3",8,12
"1261",1,"P1","c3",8,12
"1262",1,"P1","c3",8,12
"1263",1,"P1","c3",8,12
"1264",1,"P1","c3",8,12
"1265",1,"P1","c3",8,12
"1266",1,"P1","c3",8,12
"1267",1,"P1","c3",8,12
"1268",1,"P1","c3",8,12
"1269",1,"P1","c3",8,12
"1270",1,"P1","c3",8,12
"1271",1,"P1","c3",8,12
"1272",1,"P1","c3",8,12
"1273",1,"P1","c3",8,12
"1274",1,"P1","c3",8,12
"1275",1,"P1","c3",8,12
"1276",1,"P1","c3",8,12
"1277",1,"P1","c3",8,12
"1278",1,"P1","c3",8,12
"1279",1,"P1","c3",8,12
"1280",1,"P1","c3",8,12
"1281",1,"P1","c3",8,12
"1282",1,"P1","c3",8,12
"1283",1,"P1","c3",8,12
"1284",1,"P1","c3",8,12
"1285",1,"P1","c3",8,12
"1286",1,"P1","c3",8,12
"1287",1,"P1","c3",8,12
"1288",1,"P1","c3",8,12
"1289",1,"P1","c3",8,12
"1290",1,"P1","c3",8,12
"1291",1,"P1","c3",8,12
"1292",1,"P1","c3",8,12
"1293",1,"P1","c3",8,12
"1294",2,"P1","c3",8,12
"1295",2,"P1","c3",8,12
"1296",2,"P1","c3",8,12
"1297",2,"P1","c3",8,12
"1298",2,"P1","c3",8,12
"1299",2,"P1","c3",8,12
"1300",2,"P1","c3",8,12
"1301",2,"P1","c3",8,12
"1302",2,"P1","c3",8,12
"1303",2,"P1","c3",8,12
"1304",2,"P1","c3",8,12
"1305",2,"P1","c3",8,12
"1306",2,"P1","c3",8,12
"1307",2,"P1","c3",8,12
"1308",2,"P1","c3",8,12
"1309",2,"P1","c3",8,12
"1310",2,"P1","c3",8,12
"1311",2,"P1","c3",8,12
"1312",2,"P1","c3",8,12
"1313",2,"P1","c3",8,12
"1314",2,"P1","c3",8,12
"1315",2,"P1","c3",8,12
"1316",3,"P1","c3",8,12
"1317",3,"P1","c3",8,12
"1318",3,"P1","c3",8,12
"1319",3,"P1","c3",8,12
"1320",3,"P1","c3",8,12
"1321",3,"P1","c3",8,12
"1322",3,"P1","c3",8,12
"1323",3,"P1","c3",8,12
"1324",3,"P1","c3",8,12
"1325",3,"P1","c3",8,12
"1326",3,"P1","c3",8,12
"1327",3,"P1","c3",8,12
"1328",3,"P1","c3",8,12
"1329",3,"P1","c3",8,12
"1330",3,"P1","c3",8,12
"1331",3,"P1","c3",8,12
"1332",3,"P1","c3",8,12
"1333",3,"P1","c3",8,12
"1334",3,"P1","c3",8,12
"1335",3,"P1","c3",8,12
"1336",3,"P1","c3",8,12
"1337",3,"P1","c3",8,12
"1338",3,"P1","c3",8,12
"1339",3,"P1","c3",8,12
"1340",3,"P1","c3",8,12
"1341",3,"P1","c3",8,12
"1342",3,"P1","c3",8,12
"1343",3,"P1","c3",8,12
"1344",3,"P1","c3",8,12
"1345",3,"P1","c3",8,12
"1346",3,"P1","c3",8,12
"1347",3,"P1","c3",8,12
"1348",3,"P1","c3",8,12
"1349",4,"P1","c3",8,12
"1350",4,"P1","c3",8,12
"1351",4,"P1","c3",8,12
"1352",4,"P1","c3",8,12
"1353",4,"P1","c3",8,12
"1354",4,"P1","c3",8,12
"1355",4,"P1","c3",8,12
"1356",4,"P1","c3",8,12
"1357",4,"P1","c3",8,12
"1358",4,"P1","c3",8,12
"1359",4,"P1","c3",8,12
"1360",4,"P1","c3",8,12
"1361",4,"P1","c3",8,12
"1362",4,"P1","c3",8,12
"1363",4,"P1","c3",8,12
"1364",4,"P1","c3",8,12
"1365",4,"P1","c3",8,12
"1366",4,"P1","c3",8,12
"1367",4,"P1","c3",8,12
"1368",4,"P1","c3",8,12
"1369",4,"P1","c3",8,12
"1370",4,"P1","c3",8,12
"1371",4,"P1","c3",8,12
"1372",4,"P1","c3",8,12
"1373",4,"P1","c3",8,12
"1374",4,"P1","c3",8,12
"1375",4,"P1","c3",8,12
"1376",4,"P1","c3",8,12
"1377",4,"P1","c3",8,12
"1378",4,"P1","c3",8,12
"1379",5,"P1","c3",8,12
"1380",5,"P1","c3",8,12
"1381",5,"P1","c3",8,12
"1382",5,"P1","c3",8,12
"1383",5,"P1","c3",8,12
"1384",5,"P1","c3",8,12
"1385",5,"P1","c3",8,12
"1386",5,"P1","c3",8,12
"1387",5,"P1","c3",8,12
"1388",5,"P1","c3",8,12
"1389",5,"P1","c3",8,12
"1390",5,"P1","c3",8,12
"1391",5,"P1","c3",8,12
"1392",5,"P1","c3",8,12
"1393",5,"P1","c3",8,12
"1394",6,"P1","c3",8,12
"1395",6,"P1","c3",8,12
"1396",6,"P1","c3",8,12
"1397",6,"P1","c3",8,12
"1398",6,"P1","c3",8,12
"1399",6,"P1","c3",8,12
"1400",6,"P1","c3",8,12
"1401",6,"P1","c3",8,12
"1402",6,"P1","c3",8,12
"1403",6,"P1","c3",8,12
"1404",6,"P1","c3",8,12
"1405",7,"P1","c3",8,12
"1406",7,"P1","c3",8,12
"1407",7,"P1","c3",8,12
"1408",7,"P1","c3",8,12
"1409",7,"P1","c3",8,12
"1410",7,"P1","c3",8,12
"1411",7,"P1","c3",8,12
"1412",7,"P1","c3",8,12
"1413",8,"P1","c3",8,12
"1414",8,"P1","c3",8,12
"1415",8,"P1","c3",8,12
"1416",8,"P1","c3",8,12
"1417",8,"P1","c3",8,12
"1418",8,"P1","c3",8,12
"1419",8,"P1","c3",8,12
"1420",8,"P1","c3",8,12
"1421",8,"P1","c3",8,12
"1422",8,"P1","c3",8,12
"1423",9,"P1","c3",8,12
"1424",9,"P1","c3",8,12
"1425",9,"P1","c3",8,12
"1426",9,"P1","c3",8,12
"1427",9,"P1","c3",8,12
"1428",9,"P1","c3",8,12
"1429",9,"P1","c3",8,12
"1430",9,"P1","c3",8,12
"1431",9,"P1","c3",8,12
"1432",9,"P1","c3",8,12
"1433",9,"P1","c3",8,12
"1434",9,"P1","c3",8,12
"1435",9,"P1","c3",8,12
"1436",9,"P1","c3",8,12
"1437",9,"P1","c3",8,12
"1438",9,"P1","c3",8,12
"1439",9,"P1","c3",8,12
"1440",9,"P1","c3",8,12
"1441",9,"P1","c3",8,12
"1442",9,"P1","c3",8,12
"1443",9,"P1","c3",8,12
"1444",9,"P1","c3",8,12
"1445",9,"P1","c3",8,12
"1446",9,"P1","c3",8,12
"1447",9,"P1","c3",8,12
"1448",9,"P1","c3",8,12
"1449",10,"P1","c3",8,12
"1450",10,"P1","c3",8,12
"1451",10,"P1","c3",8,12
"1452",10,"P1","c3",8,12
"1453",10,"P1","c3",8,12
"1454",10,"P1","c3",8,12
"1455",10,"P1","c3",8,12
"1456",10,"P1","c3",8,12
"1457",10,"P1","c3",8,12
"1458",10,"P1","c3",8,12
"1459",10,"P1","c3",8,12
"1460",10,"P1","c3",8,12
"1461",10,"P1","c3",8,12
"1462",10,"P1","c3",8,12
"1463",10,"P1","c3",8,12
"1464",10,"P1","c3",8,12
"1465",10,"P1","c3",8,12
"1466",10,"P1","c3",8,12
"1467",10,"P1","c3",8,12
"1468",10,"P1","c3",8,12
"1469",10,"P1","c3",8,12
"1470",10,"P1","c3",8,12
"1471",10,"P1","c3",8,12
"1472",10,"P1","c3",8,12
"1473",10,"P1","c3",8,12
"1474",10,"P1","c3",8,12
"1475",10,"P1","c3",8,12
"1476",11,"P1","c3",8,12
"1477",11,"P1","c3",8,12
"1478",11,"P1","c3",8,12
"1479",11,"P1","c3",8,12
"1480",11,"P1","c3",8,12
"1481",11,"P1","c3",8,12
"1482",11,"P1","c3",8,12
"1483",11,"P1","c3",8,12
"1484",11,"P1","c3",8,12
"1485",11,"P1","c3",8,12
"1486",11,"P1","c3",8,12
"1487",11,"P1","c3",8,12
"1488",11,"P1","c3",8,12
"1489",11,"P1","c3",8,12
"1490",11,"P1","c3",8,12
"1491",11,"P1","c3",8,12
"1492",11,"P1","c3",8,12
"1493",11,"P1","c3",8,12
"1494",11,"P1","c3",8,12
"1495",11,"P1","c3",8,12
"1496",11,"P1","c3",8,12
"1497",12,"P1","c3",8,12
"1498",12,"P1","c3",8,12
"1499",12,"P1","c3",8,12
"1500",12,"P1","c3",8,12
"1501",12,"P1","c3",8,12
"1502",12,"P1","c3",8,12
"1503",12,"P1","c3",8,12
"1504",12,"P1","c3",8,12
"1505",12,"P1","c3",8,12
"1506",12,"P1","c3",8,12
"1507",12,"P1","c3",8,12
"1508",12,"P1","c3",8,12
"1509",12,"P1","c3",8,12
"1510",12,"P1","c3",8,12
"1511",12,"P1","c3",8,12
"1512",12,"P1","c3",8,12
"1513",12,"P1","c3",8,12
"1514",12,"P1","c3",8,12
"1515",12,"P1","c3",8,12
"1516",12,"P1","c3",8,12
"1517",12,"P1","c3",8,12
"1518",12,"P1","c3",8,12
"1519",13,"P2","c3",8,12
"1520",13,"P2","c3",8,12
"1521",13,"P2","c3",8,12
"1522",13,"P2","c3",8,12
"1523",13,"P2","c3",8,12
"1524",13,"P2","c3",8,12
"1525",13,"P2","c3",8,12
"1526",13,"P2","c3",8,12
"1527",13,"P2","c3",8,12
"1528",13,"P2","c3",8,12
"1529",13,"P2","c3",8,12
"1530",13,"P2","c3",8,12
"1531",13,"P2","c3",8,12
"1532",13,"P2","c3",8,12
"1533",13,"P2","c3",8,12
"1534",13,"P2","c3",8,12
"1535",13,"P2","c3",8,12
"1536",13,"P2","c3",8,12
"1537",13,"P2","c3",8,12
"1538",13,"P2","c3",8,12
"1539",13,"P2","c3",8,12
"1540",13,"P2","c3",8,12
"1541",13,"P2","c3",8,12
"1542",13,"P2","c3",8,12
"1543",13,"P2","c3",8,12
"1544",13,"P2","c3",8,12
"1545",13,"P2","c3",8,12
"1546",13,"P2","c3",8,12
"1547",13,"P2","c3",8,12
"1548",13,"P2","c3",8,12
"1549",14,"P2","c3",8,12
"1550",14,"P2","c3",8,12
"1551",14,"P2","c3",8,12
"1552",14,"P2","c3",8,12
"1553",14,"P2","c3",8,12
"1554",14,"P2","c3",8,12
"1555",14,"P2","c3",8,12
"1556",14,"P2","c3",8,12
"1557",14,"P2","c3",8,12
"1558",14,"P2","c3",8,12
"1559",14,"P2","c3",8,12
"1560",14,"P2","c3",8,12
"1561",14,"P2","c3",8,12
"1562",14,"P2","c3",8,12
"1563",14,"P2","c3",8,12
"1564",14,"P2","c3",8,12
"1565",14,"P2","c3",8,12
"1566",14,"P2","c3",8,12
"1567",14,"P2","c3",8,12
"1568",14,"P2","c3",8,12
"1569",14,"P2","c3",8,12
"1570",14,"P2","c3",8,12
"1571",14,"P2","c3",8,12
"1572",14,"P2","c3",8,12
"1573",15,"P2","c3",8,12
"1574",15,"P2","c3",8,12
"1575",15,"P2","c3",8,12
"1576",15,"P2","c3",8,12
"1577",15,"P2","c3",8,12
"1578",15,"P2","c3",8,12
"1579",15,"P2","c3",8,12
"1580",15,"P2","c3",8,12
"1581",15,"P2","c3",8,12
"1582",15,"P2","c3",8,12
"1583",15,"P2","c3",8,12
"1584",15,"P2","c3",8,12
"1585",15,"P2","c3",8,12
"1586",15,"P2","c3",8,12
"1587",15,"P2","c3",8,12
"1588",15,"P2","c3",8,12
"1589",15,"P2","c3",8,12
"1590",15,"P2","c3",8,12
"1591",15,"P2","c3",8,12
"1592",15,"P2","c3",8,12
"1593",15,"P2","c3",8,12
"1594",15,"P2","c3",8,12
"1595",15,"P2","c3",8,12
"1596",15,"P2","c3",8,12
"1597",15,"P2","c3",8,12
"1598",15,"P2","c3",8,12
"1599",15,"P2","c3",8,12
"1600",15,"P2","c3",8,12
"1601",15,"P2","c3",8,12
"1602",15,"P2","c3",8,12
"1603",15,"P2","c3",8,12
"1604",16,"P2","c3",8,12
"1605",16,"P2","c3",8,12
"1606",16,"P2","c3",8,12
"1607",16,"P2","c3",8,12
"1608",16,"P2","c3",8,12
"1609",16,"P2","c3",8,12
"1610",16,"P2","c3",8,12
"1611",16,"P2","c3",8,12
"1612",16,"P2","c3",8,12
"1613",16,"P2","c3",8,12
"1614",16,"P2","c3",8,12
"1615",16,"P2","c3",8,12
"1616",16,"P2","c3",8,12
"1617",16,"P2","c3",8,12
"1618",16,"P2","c3",8,12
"1619",16,"P2","c3",8,12
"1620",16,"P2","c3",8,12
"1621",16,"P2","c3",8,12
"1622",16,"P2","c3",8,12
"1623",16,"P2","c3",8,12
"1624",16,"P2","c3",8,12
"1625",16,"P2","c3",8,12
"1626",16,"P2","c3",8,12
"1627",16,"P2","c3",8,12
"1628",16,"P2","c3",8,12
"1629",16,"P2","c3",8,12
"1630",16,"P2","c3",8,12
"1631",16,"P2","c3",8,12
"1632",16,"P2","c3",8,12
"1633",16,"P2","c3",8,12
"1634",17,"P2","c3",8,12
"1635",17,"P2","c3",8,12
"1636",17,"P2","c3",8,12
"1637",17,"P2","c3",8,12
"1638",17,"P2","c3",8,12
"1639",17,"P2","c3",8,12
"1640",17,"P2","c3",8,12
"1641",17,"P2","c3",8,12
"1642",17,"P2","c3",8,12
"1643",17,"P2","c3",8,12
"1644",17,"P2","c3",8,12
"1645",17,"P2","c3",8,12
"1646",17,"P2","c3",8,12
"1647",17,"P2","c3",8,12
"1648",17,"P2","c3",8,12
"1649",17,"P2","c3",8,12
"1650",17,"P2","c3",8,12
"1651",17,"P2","c3",8,12
"1652",17,"P2","c3",8,12
"1653",17,"P2","c3",8,12
"1654",17,"P2","c3",8,12
"1655",17,"P2","c3",8,12
"1656",17,"P2","c3",8,12
"1657",17,"P2","c3",8,12
"1658",17,"P2","c3",8,12
"1659",17,"P2","c3",8,12
"1660",17,"P2","c3",8,12
"1661",17,"P2","c3",8,12
"1662",18,"P2","c3",8,12
"1663",18,"P2","c3",8,12
"1664",18,"P2","c3",8,12
"1665",18,"P2","c3",8,12
"1666",18,"P2","c3",8,12
"1667",18,"P2","c3",8,12
"1668",18,"P2","c3",8,12
"1669",18,"P2","c3",8,12
"1670",18,"P2","c3",8,12
"1671",18,"P2","c3",8,12
"1672",18,"P2","c3",8,12
"1673",18,"P2","c3",8,12
"1674",18,"P2","c3",8,12
"1675",18,"P2","c3",8,12
"1676",18,"P2","c3",8,12
"1677",18,"P2","c3",8,12
"1678",18,"P2","c3",8,12
"1679",18,"P2","c3",8,12
"1680",18,"P2","c3",8,12
"1681",18,"P2","c3",8,12
"1682",18,"P2","c3",8,12
"1683",18,"P2","c3",8,12
"1684",18,"P2","c3",8,12
"1685",18,"P2","c3",8,12
"1686",18,"P2","c3",8,12
"1687",19,"P2","c3",8,12
"1688",19,"P2","c3",8,12
"1689",19,"P2","c3",8,12
"1690",19,"P2","c3",8,12
"1691",19,"P2","c3",8,12
"1692",19,"P2","c3",8,12
"1693",19,"P2","c3",8,12
"1694",19,"P2","c3",8,12
"1695",19,"P2","c3",8,12
"1696",19,"P2","c3",8,12
"1697",19,"P2","c3",8,12
"1698",19,"P2","c3",8,12
"1699",19,"P2","c3",8,12
"1700",19,"P2","c3",8,12
"1701",19,"P2","c3",8,12
"1702",19,"P2","c3",8,12
"1703",19,"P2","c3",8,12
"1704",19,"P2","c3",8,12
"1705",19,"P2","c3",8,12
"1706",19,"P2","c3",8,12
"1707",19,"P2","c3",8,12
"1708",19,"P2","c3",8,12
"1709",19,"P2","c3",8,12
"1710",19,"P2","c3",8,12
"1711",19,"P2","c3",8,12
"1712",19,"P2","c3",8,12
"1713",19,"P2","c3",8,12
"1714",20,"P2","c3",8,12
"1715",20,"P2","c3",8,12
"1716",20,"P2","c3",8,12
"1717",20,"P2","c3",8,12
"1718",20,"P2","c3",8,12
"1719",20,"P2","c3",8,12
"1720",20,"P2","c3",8,12
"1721",20,"P2","c3",8,12
"1722",20,"P2","c3",8,12
"1723",20,"P2","c3",8,12
"1724",20,"P2","c3",8,12
"1725",20,"P2","c3",8,12
"1726",20,"P2","c3",8,12
"1727",20,"P2","c3",8,12
"1728",20,"P2","c3",8,12
"1729",20,"P2","c3",8,12
"1730",20,"P2","c3",8,12
"1731",20,"P2","c3",8,12
"1732",20,"P2","c3",8,12
"1733",20,"P2","c3",8,12
"1734",20,"P2","c3",8,12
"1735",21,"P2","c3",8,12
"1736",21,"P2","c3",8,12
"1737",21,"P2","c3",8,12
"1738",21,"P2","c3",8,12
"1739",21,"P2","c3",8,12
"1740",21,"P2","c3",8,12
"1741",21,"P2","c3",8,12
"1742",21,"P2","c3",8,12
"1743",21,"P2","c3",8,12
"1744",21,"P2","c3",8,12
"1745",21,"P2","c3",8,12
"1746",21,"P2","c3",8,12
"1747",21,"P2","c3",8,12
"1748",21,"P2","c3",8,12
"1749",21,"P2","c3",8,12
"1750",21,"P2","c3",8,12
"1751",22,"P2","c3",8,12
"1752",22,"P2","c3",8,12
"1753",22,"P2","c3",8,12
"1754",22,"P2","c3",8,12
